
2026-03-27T18:45:26.745126000Z INFO     NumExpr defaulting to 1 threads.                                                                                                                  numexpr.utils.py:164
2026-03-27T18:45:36.953433271Z ───────────────────────────────────────────────────────────────────────────────── Booting... ──────────────────────────────────────────────────────────────────────────────────
2026-03-27T18:46:40.273543695Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:40.297479549Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:40.315163693Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:40.334196771Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:40.358980934Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:40.377921630Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:40.551910181Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:40.564183534Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:40.582962873Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:40.595554074Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:40.615756462Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:40.628228889Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:40.669602849Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:40.701252908Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:40.735330342Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:40.787110966Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:40.838438781Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:40.873007405Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:40.914285831Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:40.947314387Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:40.990762866Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:41.029648686Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:41.061022361Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
2026-03-27T18:46:41.105022561Z INFO     Adding job tentatively -- it will be properly scheduled when the scheduler starts                                                   apscheduler.schedulers.base.py:507
